locus_tag	gene_symbol	product	type
EQU24_RS08615		PilZ domain-containing protein	CDS
EQU24_RS08620		tryptophan--tRNA ligase	CDS
EQU24_RS08630	dnaB	replicative DNA helicase	CDS
EQU24_RS08635	alr	alanine racemase	CDS
EQU24_RS08640		response regulator transcription factor	CDS
EQU24_RS08645	moeB	molybdopterin-synthase adenylyltransferase MoeB	CDS
EQU24_RS08650	groES	co-chaperone GroES	CDS
EQU24_RS08655	groL	chaperonin GroEL	CDS
EQU24_RS08660		Rho-binding antiterminator	CDS
EQU24_RS08665		host attachment protein	CDS
EQU24_RS08675		Ni/Fe hydrogenase subunit alpha	CDS
EQU24_RS08680		NADP oxidoreductase	CDS
EQU24_RS08685		2Fe-2S iron-sulfur cluster-binding protein	CDS
EQU24_RS08690		NAD(P)H-dependent oxidoreductase subunit E	CDS
EQU24_RS08695		OmpA family protein	CDS
EQU24_RS08700		hypothetical protein	CDS
EQU24_RS08705		fused MFS/spermidine synthase	CDS
EQU24_RS08715		hypothetical protein	CDS
EQU24_RS08720		DUF1295 domain-containing protein	CDS
EQU24_RS08725		hypothetical protein	CDS
EQU24_RS08730	hpnR	hopanoid C-3 methylase HpnR	CDS
EQU24_RS08735		hypothetical protein	CDS
EQU24_RS08740		molybdopterin molybdotransferase MoeA	CDS
EQU24_RS08745	soxA	sulfur oxidation c-type cytochrome SoxA	CDS
EQU24_RS08750	soxZ	thiosulfate oxidation carrier complex protein SoxZ	CDS
EQU24_RS08755	soxY	thiosulfate oxidation carrier protein SoxY	CDS
EQU24_RS08760		hypothetical protein	CDS
EQU24_RS08765		UPF0158 family protein	CDS
EQU24_RS08770	dxs	1-deoxy-D-xylulose-5-phosphate synthase	CDS
EQU24_RS08775		CopD family protein	CDS
EQU24_RS08780		copper resistance protein CopC	CDS
EQU24_RS08785		MMPL family transporter	CDS
EQU24_RS08790		MarR family transcriptional regulator	CDS
EQU24_RS08795		hypothetical protein	CDS
EQU24_RS08800		SulP family inorganic anion transporter	CDS
EQU24_RS08805		universal stress protein	CDS
EQU24_RS08815		hypothetical protein	CDS
EQU24_RS08820		aspartate aminotransferase family protein	CDS
EQU24_RS08825		NAD-dependent epimerase/dehydratase family protein	CDS
EQU24_RS08830		transposase	CDS
EQU24_RS08835		ISAzo13 family transposase	CDS
EQU24_RS08840		transposase	CDS
EQU24_RS08845		type II toxin-antitoxin system HicB family antitoxin	CDS
EQU24_RS08850		type II toxin-antitoxin system HicA family toxin	CDS
EQU24_RS08855		hypothetical protein	CDS
EQU24_RS08860	ltrA	group II intron reverse transcriptase/maturase	CDS
EQU24_RS08865		Uma2 family endonuclease	CDS
EQU24_RS08875		hypothetical protein	CDS
EQU24_RS08880	dapE	succinyl-diaminopimelate desuccinylase	CDS
EQU24_RS08885		ArsC family reductase	CDS
EQU24_RS08890		hypothetical protein	CDS
EQU24_RS08895		Uma2 family endonuclease	CDS
EQU24_RS08900	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	CDS
EQU24_RS08905	dapC	succinyldiaminopimelate transaminase	CDS
EQU24_RS08910		M48 family metallopeptidase	CDS
EQU24_RS08915		formylmethanofuran dehydrogenase subunit B	CDS
EQU24_RS08920		formylmethanofuran dehydrogenase subunit A	CDS
EQU24_RS08925		DUF4160 domain-containing protein	CDS
EQU24_RS08930		DUF2442 domain-containing protein	CDS
EQU24_RS08935		DUF433 domain-containing protein	CDS
EQU24_RS08940		DUF5615 family PIN-like protein	CDS
EQU24_RS08945	fhcD	formylmethanofuran--tetrahydromethanopterin N-formyltransferase	CDS
EQU24_RS08950		formylmethanofuran dehydrogenase subunit C	CDS
EQU24_RS08955		PIN domain-containing protein	CDS
EQU24_RS08965		DUF2380 domain-containing protein	CDS
EQU24_RS08970		ANTAR domain-containing protein	CDS
EQU24_RS08975		MFS transporter	CDS
EQU24_RS08985	nirB	nitrite reductase large subunit NirB	CDS
EQU24_RS08990	nirD	nitrite reductase small subunit NirD	CDS
EQU24_RS08995		PhzF family phenazine biosynthesis protein	CDS
EQU24_RS09000	cynS	cyanase	CDS
EQU24_RS09005		bifunctional protein-serine/threonine kinase/phosphatase	CDS
EQU24_RS09010		formate/nitrite transporter family protein	CDS
EQU24_RS09015		TIGR00341 family protein	CDS
EQU24_RS09020		TM2 domain-containing protein	CDS
EQU24_RS09025		universal stress protein	CDS
EQU24_RS09030		hypothetical protein	CDS
EQU24_RS09035		ATP-binding cassette domain-containing protein	CDS
EQU24_RS09040		YcxB family protein	CDS
EQU24_RS09045		NAD(P)/FAD-dependent oxidoreductase	CDS
EQU24_RS09050		IS66 family transposase	CDS
EQU24_RS09055		diguanylate cyclase	CDS
EQU24_RS09060		hypothetical protein	CDS
EQU24_RS09065		HAD family phosphatase	CDS
EQU24_RS09070		cytochrome c oxidase subunit II	CDS
EQU24_RS09075		b(o/a)3-type cytochrome-c oxidase subunit 1	CDS
EQU24_RS09080		cytochrome c4	CDS
EQU24_RS09085		hypothetical protein	CDS
EQU24_RS09090		ATP-grasp domain-containing protein	CDS
EQU24_RS09100		HisA/HisF-related TIM barrel protein	CDS
EQU24_RS09105		penicillin acylase family protein	CDS
EQU24_RS09110	fae	formaldehyde-activating enzyme	CDS
EQU24_RS09115		triphosphoribosyl-dephospho-CoA synthase	CDS
EQU24_RS09120		RimK family alpha-L-glutamate ligase	CDS
EQU24_RS09125	mch	methenyltetrahydromethanopterin cyclohydrolase	CDS
EQU24_RS09130		ATP-grasp domain-containing protein	CDS
EQU24_RS09135		GHMP kinase	CDS
EQU24_RS09140		cation-transporting P-type ATPase	CDS
EQU24_RS09145		SulP family inorganic anion transporter	CDS
EQU24_RS09150		carbonic anhydrase	CDS
EQU24_RS09160		response regulator	CDS
EQU24_RS09165		sensor histidine kinase	CDS
EQU24_RS09170		DUF3300 domain-containing protein	CDS
EQU24_RS09190		efflux RND transporter permease subunit	CDS
EQU24_RS09195		efflux RND transporter periplasmic adaptor subunit	CDS
EQU24_RS09205		TolC family protein	CDS
EQU24_RS09210		TetR/AcrR family transcriptional regulator	CDS
EQU24_RS09215		response regulator transcription factor	CDS
EQU24_RS09225		ATP-binding protein	CDS
EQU24_RS09230		hypothetical protein	CDS
EQU24_RS09235			ncRNA
EQU24_RS09240	dnaX	DNA polymerase III subunit gamma/tau	CDS
EQU24_RS09245		YbaB/EbfC family nucleoid-associated protein	CDS
EQU24_RS09250	recR	recombination mediator RecR	CDS
EQU24_RS09255		histidine triad nucleotide-binding protein	CDS
EQU24_RS09260	cysK	cysteine synthase A	CDS
EQU24_RS09265		TatD family hydrolase	CDS
EQU24_RS09270		tRNA threonylcarbamoyladenosine dehydratase	CDS
EQU24_RS09280		putative transporter	CDS
EQU24_RS09285		hypothetical protein	CDS
EQU24_RS09290		sodium:proton antiporter	CDS
EQU24_RS09295		glycine zipper family protein	CDS
EQU24_RS09300	ltrA	group II intron reverse transcriptase/maturase	CDS
EQU24_RS09310	nhaD	sodium:proton antiporter NhaD	CDS
EQU24_RS09320		DUF5020 family protein	CDS
EQU24_RS09325		fused MFS/spermidine synthase	CDS
EQU24_RS09330		EAL domain-containing protein	CDS
EQU24_RS09335		response regulator	CDS
EQU24_RS09340		transporter substrate-binding domain-containing protein	CDS
EQU24_RS09345		methyl-accepting chemotaxis protein	CDS
EQU24_RS09350		efflux RND transporter permease subunit	CDS
EQU24_RS09355		efflux RND transporter periplasmic adaptor subunit	CDS
EQU24_RS09360	gcvH	glycine cleavage system protein GcvH	CDS
EQU24_RS09365		diacylglycerol kinase	CDS
EQU24_RS09370		carbohydrate kinase family protein	CDS
EQU24_RS09375	mazG	nucleoside triphosphate pyrophosphohydrolase	CDS
EQU24_RS09380	modC	molybdenum ABC transporter ATP-binding protein	CDS
EQU24_RS09385	modB	molybdate ABC transporter permease subunit	CDS
EQU24_RS09390	modA	molybdate ABC transporter substrate-binding protein	CDS
EQU24_RS09395		alginate export family protein	CDS
EQU24_RS09400		winged helix-turn-helix domain-containing protein	CDS
EQU24_RS09405		gamma-glutamylcyclotransferase	CDS
EQU24_RS09410		HAD-IB family hydrolase	CDS
EQU24_RS09415		RNA pyrophosphohydrolase	CDS
EQU24_RS09420	cpdA	3',5'-cyclic-AMP phosphodiesterase	CDS
EQU24_RS09425	argA	amino-acid N-acetyltransferase	CDS
EQU24_RS09430	ilvD	dihydroxy-acid dehydratase	CDS
EQU24_RS09435		TIGR04211 family SH3 domain-containing protein	CDS
EQU24_RS09440	argF	ornithine carbamoyltransferase	CDS
EQU24_RS09445		acetylornithine transaminase	CDS
EQU24_RS09450	grxD	Grx4 family monothiol glutaredoxin	CDS
EQU24_RS09455	rnt	ribonuclease T	CDS
EQU24_RS09460		VacJ family lipoprotein	CDS
EQU24_RS09465		NAD(P)H-dependent oxidoreductase	CDS
EQU24_RS09475		transglycosylase domain-containing protein	CDS
EQU24_RS09480	carA	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	CDS
EQU24_RS09485	carB	carbamoyl-phosphate synthase large subunit	CDS
EQU24_RS09490	greA	transcription elongation factor GreA	CDS
EQU24_RS09495		YhbY family RNA-binding protein	CDS
EQU24_RS09500	rlmE	23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	CDS
EQU24_RS09505	ftsH	ATP-dependent zinc metalloprotease FtsH	CDS
EQU24_RS09510	glmM	phosphoglucosamine mutase	CDS
EQU24_RS09515	tpiA	triose-phosphate isomerase	CDS
EQU24_RS09520	secG	preprotein translocase subunit SecG	CDS
EQU24_RS09525			tRNA
EQU24_RS09540		hypothetical protein	CDS
EQU24_RS09545		winged helix-turn-helix domain-containing protein	CDS
EQU24_RS09550		PhnD/SsuA/transferrin family substrate-binding protein	CDS
EQU24_RS09555		alpha-amylase family glycosyl hydrolase	CDS
EQU24_RS09560		hypothetical protein	CDS
EQU24_RS09565		hypothetical protein	CDS
EQU24_RS09570		hypothetical protein	CDS
EQU24_RS09575		WD40 repeat domain-containing protein	CDS
EQU24_RS09580	cysG	siroheme synthase CysG	CDS
EQU24_RS09585		sulfurtransferase TusA family protein	CDS
EQU24_RS09595		EAL domain-containing protein	CDS
EQU24_RS09600		PAS domain S-box protein	CDS
EQU24_RS09610		DUF2442 domain-containing protein	CDS
EQU24_RS09620		uracil-DNA glycosylase family protein	CDS
EQU24_RS09625		exodeoxyribonuclease III	CDS
EQU24_RS09630		YcgN family cysteine cluster protein	CDS
EQU24_RS09635		M14 family metallopeptidase	CDS
EQU24_RS09640		hypothetical protein	CDS
EQU24_RS09645		PHP domain-containing protein	CDS
EQU24_RS09650		ATP-binding cassette domain-containing protein	CDS
EQU24_RS09655		transglycosylase SLT domain-containing protein	CDS
EQU24_RS09660	fabA	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA	CDS
EQU24_RS09665	fabB	beta-ketoacyl-ACP synthase I	CDS
EQU24_RS09670	ttcA	tRNA 2-thiocytidine(32) synthetase TtcA	CDS
EQU24_RS09675		SAM-dependent chlorinase/fluorinase	CDS
EQU24_RS09680		hydantoinase B/oxoprolinase family protein	CDS
EQU24_RS09685			tRNA
EQU24_RS09695		pyridoxamine 5'-phosphate oxidase family protein	CDS
EQU24_RS09700		DUF1840 domain-containing protein	CDS
EQU24_RS09705		dihydrodipicolinate synthase family protein	CDS
EQU24_RS09710		CusA/CzcA family heavy metal efflux RND transporter	CDS
EQU24_RS09715		efflux RND transporter periplasmic adaptor subunit	CDS
EQU24_RS09720		TolC family protein	CDS
EQU24_RS09725		hypothetical protein	CDS
EQU24_RS09730		DUF502 domain-containing protein	CDS
EQU24_RS09735	pyrC	dihydroorotase	CDS
EQU24_RS09740		zinc ribbon domain-containing protein	CDS
EQU24_RS09750	aspS	aspartate--tRNA ligase	CDS
EQU24_RS09755	nadA	quinolinate synthase NadA	CDS
EQU24_RS09760		Na(+)-translocating NADH-quinone reductase subunit A	CDS
EQU24_RS09765		NADH:ubiquinone reductase (Na(+)-transporting) subunit B	CDS
EQU24_RS09770		Na(+)-translocating NADH-quinone reductase subunit C	CDS
EQU24_RS09775		NADH:ubiquinone reductase (Na(+)-transporting) subunit D	CDS
EQU24_RS09780	nqrE	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	CDS
EQU24_RS09785	nqrF	NADH:ubiquinone reductase (Na(+)-transporting) subunit F	CDS
EQU24_RS09790		FAD:protein FMN transferase ApbE	CDS
EQU24_RS09795	nqrM	(Na+)-NQR maturation NqrM	CDS
EQU24_RS09800		CBS domain-containing protein	CDS
EQU24_RS09805	sbcB	exodeoxyribonuclease I	CDS
EQU24_RS09820		hypothetical protein	CDS
EQU24_RS09825		hypothetical protein	CDS
EQU24_RS09830			tRNA
EQU24_RS09835			tRNA
EQU24_RS09840	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	CDS
EQU24_RS09845		helix-hairpin-helix domain-containing protein	CDS
EQU24_RS09850		two-component system response regulator	CDS
EQU24_RS09855		PAS domain-containing protein	CDS
EQU24_RS09860		PAS domain-containing sensor histidine kinase	CDS
EQU24_RS09865		PAS domain S-box protein	CDS
EQU24_RS09870		response regulator	CDS
EQU24_RS09875		ABC transporter ATP-binding protein	CDS
EQU24_RS09880	hflD	high frequency lysogenization protein HflD	CDS
EQU24_RS09885		rhodanese-like domain-containing protein	CDS
EQU24_RS09890		HDOD domain-containing protein	CDS
EQU24_RS09895		cation transporter	CDS
EQU24_RS09900		heavy metal translocating P-type ATPase	CDS
EQU24_RS09905		hypothetical protein	CDS
EQU24_RS09910		EAL domain-containing protein	CDS
EQU24_RS09915		hypothetical protein	CDS
EQU24_RS09925		sensor domain-containing diguanylate cyclase	CDS
EQU24_RS09930		V-type ATP synthase subunit B	CDS
EQU24_RS09935		V-type ATP synthase subunit D	CDS
EQU24_RS09940		ATPase	CDS
EQU24_RS09945		ATP synthase subunit C	CDS
EQU24_RS09950		V-type ATP synthase subunit A	CDS
EQU24_RS09955		DUF2764 family protein	CDS
EQU24_RS09960		V-type ATP synthase subunit A	CDS
EQU24_RS09970		methyl-accepting chemotaxis protein	CDS
EQU24_RS09975		low molecular weight phosphotyrosine protein phosphatase	CDS
EQU24_RS09980		dienelactone hydrolase family protein	CDS
EQU24_RS09990	rpsF	30S ribosomal protein S6	CDS
EQU24_RS09995	rpsR	30S ribosomal protein S18	CDS
EQU24_RS10000		DUF2232 domain-containing protein	CDS
EQU24_RS10005	rplI	50S ribosomal protein L9	CDS
EQU24_RS10010		hypothetical protein	CDS
EQU24_RS10015		NlpC/P60 family protein	CDS
EQU24_RS10020	chrA	chromate efflux transporter	CDS
EQU24_RS10025		STAS domain-containing protein	CDS
EQU24_RS10030		ATP-binding protein	CDS
EQU24_RS10035		NAD-glutamate dehydrogenase	CDS
EQU24_RS10040		DUF2459 domain-containing protein	CDS
EQU24_RS10050		Mut7-C ubiquitin/RNAse domain-containing protein	CDS
EQU24_RS10055		diguanylate cyclase	CDS
EQU24_RS10060		GNAT family N-acetyltransferase	CDS
EQU24_RS10065		1-acyl-sn-glycerol-3-phosphate acyltransferase	CDS
EQU24_RS10070	pap	polyphosphate:AMP phosphotransferase	CDS
EQU24_RS10080		transcriptional repressor	CDS
EQU24_RS10085		XdhC/CoxI family protein	CDS
EQU24_RS10090		nucleotidyltransferase family protein	CDS
EQU24_RS10095		(2Fe-2S)-binding protein	CDS
EQU24_RS10100		xanthine dehydrogenase family protein molybdopterin-binding subunit	CDS
EQU24_RS10105	hypF	carbamoyltransferase HypF	CDS
EQU24_RS10110	hypD	hydrogenase formation protein HypD	CDS
EQU24_RS10115	hypB	hydrogenase nickel incorporation protein HypB	CDS
EQU24_RS10120		VOC family protein	CDS
EQU24_RS10125		nuclear transport factor 2 family protein	CDS
EQU24_RS10130		aminotransferase class V-fold PLP-dependent enzyme	CDS
EQU24_RS10135		metallophosphoesterase	CDS
EQU24_RS10140		pyrimidine/purine nucleoside phosphorylase	CDS
EQU24_RS10145		hypothetical protein	CDS
EQU24_RS10155	hrpA	ATP-dependent RNA helicase HrpA	CDS
EQU24_RS10160		exosortase system-associated protein, TIGR04073 family	CDS
EQU24_RS10165		class I SAM-dependent methyltransferase	CDS
EQU24_RS10170		FAD-binding oxidoreductase	CDS
EQU24_RS10175		HopJ type III effector protein	CDS
EQU24_RS10180	smpB	SsrA-binding protein SmpB	CDS
EQU24_RS10185		sodium-dependent transporter	CDS
EQU24_RS10190		type II toxin-antitoxin system RatA family toxin	CDS
EQU24_RS10195		RnfH family protein	CDS
EQU24_RS10200	bamE	outer membrane protein assembly factor BamE	CDS
EQU24_RS10205	fur	ferric iron uptake transcriptional regulator	CDS
EQU24_RS10210		lipoprotein-releasing ABC transporter permease subunit	CDS
EQU24_RS10215	lolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD	CDS
EQU24_RS10220		DUF2062 domain-containing protein	CDS
EQU24_RS10225		DNA internalization-related competence protein ComEC/Rec2	CDS
EQU24_RS10230		SUF system Fe-S cluster assembly regulator	CDS
EQU24_RS10235	sufB	Fe-S cluster assembly protein SufB	CDS
EQU24_RS10240	sufC	Fe-S cluster assembly ATPase SufC	CDS
EQU24_RS10245	sufD	Fe-S cluster assembly protein SufD	CDS
EQU24_RS10250		Uma2 family endonuclease	CDS
EQU24_RS10255		cysteine desulfurase	CDS
EQU24_RS10260		SUF system NifU family Fe-S cluster assembly protein	CDS
EQU24_RS10265		class I SAM-dependent methyltransferase	CDS
EQU24_RS10270		non-heme iron oxygenase ferredoxin subunit	CDS
EQU24_RS10275	prfB	peptide chain release factor 2	CDS
EQU24_RS10280	lysS	lysine--tRNA ligase	CDS
EQU24_RS10285		DUF2818 family protein	CDS
EQU24_RS10290		Uma2 family endonuclease	CDS
EQU24_RS10295		VanZ family protein	CDS
EQU24_RS10300		hypothetical protein	CDS
EQU24_RS10305	fae	formaldehyde-activating enzyme	CDS
EQU24_RS10310		substrate-binding domain-containing protein	CDS
EQU24_RS10315		hypothetical protein	CDS
EQU24_RS10320		EAL domain-containing protein	CDS
EQU24_RS10325		PEP-CTERM/exosortase system-associated acyltransferase	CDS
EQU24_RS10330		methyltransferase domain-containing protein	CDS
EQU24_RS10335		TatD family hydrolase	CDS
EQU24_RS10340		PilZ domain-containing protein	CDS
EQU24_RS10345		DNA polymerase III subunit delta'	CDS
EQU24_RS10350	tmk	dTMP kinase	CDS
EQU24_RS10355	mltG	endolytic transglycosylase MltG	CDS
EQU24_RS10360	pabC	aminodeoxychorismate lyase	CDS
EQU24_RS10365	fabF	beta-ketoacyl-ACP synthase II	CDS
EQU24_RS10370	acpP	acyl carrier protein	CDS
EQU24_RS10375	fabG	3-oxoacyl-ACP reductase FabG	CDS
EQU24_RS10380	fabD	ACP S-malonyltransferase	CDS
EQU24_RS10385		ketoacyl-ACP synthase III	CDS
EQU24_RS10390	plsX	phosphate acyltransferase PlsX	CDS
EQU24_RS10395	rpmF	50S ribosomal protein L32	CDS
EQU24_RS10400		YceD family protein	CDS
EQU24_RS10405		Maf family nucleotide pyrophosphatase	CDS
EQU24_RS10410		HDOD domain-containing protein	CDS
EQU24_RS10415		lytic transglycosylase domain-containing protein	CDS
EQU24_RS10420		DNA mismatch repair protein MutS	CDS
EQU24_RS10425		hypothetical protein	CDS
EQU24_RS10430	folE	GTP cyclohydrolase I FolE	CDS
EQU24_RS10435	dusA	tRNA dihydrouridine(20/20a) synthase DusA	CDS
EQU24_RS10440		gamma carbonic anhydrase family protein	CDS
EQU24_RS10445		SPFH domain-containing protein	CDS
EQU24_RS10450		zf-TFIIB domain-containing protein	CDS
EQU24_RS10455		AAA family ATPase	CDS
EQU24_RS10460		hypothetical protein	CDS
EQU24_RS10465		HDOD domain-containing protein	CDS
EQU24_RS10470		HDOD domain-containing protein	CDS
EQU24_RS10475		HDOD domain-containing protein	CDS
EQU24_RS10480	prlC	oligopeptidase A	CDS
EQU24_RS10485	ubiD	4-hydroxy-3-polyprenylbenzoate decarboxylase	CDS
EQU24_RS10495		dirigent protein	CDS
EQU24_RS10500		gamma-glutamyltransferase	CDS
EQU24_RS10505		gamma-glutamyltransferase	CDS
EQU24_RS10515		hypothetical protein	CDS
EQU24_RS10520		chemotaxis protein CheW	CDS
EQU24_RS10525		methyl-accepting chemotaxis protein	CDS
EQU24_RS10530		chemotaxis protein CheA	CDS
EQU24_RS10535		STAS domain-containing protein	CDS
EQU24_RS10540		response regulator	CDS
EQU24_RS10550		PAS domain S-box protein	CDS
EQU24_RS10555		response regulator transcription factor	CDS
EQU24_RS10560		PAS domain S-box protein	CDS
EQU24_RS10565		ATP-binding protein	CDS
EQU24_RS10570		EAL domain-containing protein	CDS
EQU24_RS10575		chemotaxis response regulator protein-glutamate methylesterase	CDS
EQU24_RS10580		protein-glutamate O-methyltransferase CheR	CDS
EQU24_RS10585		response regulator	CDS
EQU24_RS10590		ATP-binding protein	CDS
EQU24_RS10595		SpoIIE family protein phosphatase	CDS
EQU24_RS10600		ATP-binding protein	CDS
EQU24_RS10605		anti-sigma regulatory factor	CDS
EQU24_RS10610		STAS domain-containing protein	CDS
EQU24_RS10615		STAS domain-containing protein	CDS
EQU24_RS10625		response regulator	CDS
EQU24_RS10630		hypothetical protein	CDS
EQU24_RS10635		chemotaxis protein CheA	CDS
EQU24_RS10640		response regulator	CDS
EQU24_RS10645		protein-glutamate O-methyltransferase CheR	CDS
EQU24_RS10650		HEAT repeat domain-containing protein	CDS
EQU24_RS10655	cheB	chemotaxis-specific protein-glutamate methyltransferase CheB	CDS
EQU24_RS10660		chemotaxis protein CheW	CDS
EQU24_RS10665		methyl-accepting chemotaxis protein	CDS
EQU24_RS10680		IS4 family transposase	CDS
EQU24_RS10685		hypothetical protein	CDS
